station_id,station_name,lat,lon,network,coordinate_source,catalog_status,observed_snapshots,variables,license,notes
MH::dpcn-lazio::a3b51982367a,Nepi,42.23722,12.33889,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::633c1f10fc3b,Sorgenti Capore,42.23722,12.81333,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::d88f2cc62da2,Posticciola,42.23722,12.94889,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
ABR::POLARIS::107,SAN PIO delle CAMERE,42.23911088,13.71280846,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
MH::dpcn-lazio::7e5a01d3def8,Barbarano,42.25417,12.03389,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B11001|B11002|B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::5ea02014e509,Salisano,42.25417,12.7625,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::175f820e395f,Tevere a Stimigliano,42.27111,12.55917,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::e7b0322128a0,Poggio Mirteto,42.27111,12.69472,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::e117aa5bc7ea,Lago del Salto,42.27111,13.01694,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::98753e861325,Brusciano,42.27111,13.13556,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::784edcceeb49,Stimigliano,42.28136,12.5587,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
ABR::POLARIS::102,CAPESTRANO,42.28429688,13.74985164,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
MH::dpcn-lazio::91c7e4e05db3,Ronciglione rlazio,42.28806,12.20333,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::9ff4ab0d5609,Treia a Civita Castellana,42.28806,12.42361,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::5fb6b87dcb73,Turano a Rocca Sinibalda,42.28806,12.915,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
ABR::POLARIS::24,ALANNO,42.31164444,14.01807778,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
MH::dpcn-lazio::fad6e0338fce,Vetralla Rlazio,42.32194,12.08472,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::8d6325169197,Salto a San Martino,42.32194,12.99972,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
ABR::POLARIS::34,VILLA MAGNA,42.331425,14.25186389,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
ABR::POLARIS::103,L'AQUILA (S.Elia),42.33435756,13.42748882,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
ABR::POLARIS::52,COLLE ROIO,42.33525,13.37651389,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
ABR::POLARIS::115,VICOLI,42.352283048733,13.911421146909,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
MH::dpcn-lazio::962850dfe01b,Corchiano,42.35583,12.33889,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::d6df21252a3f,Tevere a Ponte Felice,42.35583,12.4575,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::b95eabc752a7,Poggio Perugino,42.35583,12.7625,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::1c2a9c6b3010,Sorgenti Peschiera,42.35583,13.0,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::961c9f21d9df,Fianello,42.37278,12.55917,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::8fe05b1b8866,Montasola,42.37278,12.69472,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
ABR::POLARIS::23,CEPAGATTI,42.37501667,14.07783056,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
ABR::POLARIS::111,ORTONA,42.38387039,14.3240932,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
MH::dpcn-lazio::b6d8bb3145be,Cittaducale,42.38972,12.96583,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::c7c644b25969,Velino a Rieti,42.40667,12.88111,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::90c057b162d9,Viterbo,42.42361,12.10167,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::0cabdacebecc,Cimino,42.42361,12.20333,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::a16d1a28a303,Soriano nel Cimino,42.42361,12.23722,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::3a95336c84bd,Configni,42.42361,12.66083,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
ABR::POLARIS::116,MOSCUFO,42.42971822,14.06802579,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
ABR::POLARIS::21,FRANCAVILLA AL MARE,42.43065,14.24593333,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
MH::dpcn-lazio::b6e3894c859a,Tevere a Orte Scalo,42.44056,12.40667,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::f6e97e705451,Velino a Terria,42.44056,12.79639,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::ceebb7b4b6fc,Lugnano,42.44056,12.93194,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
ABR::POLARIS::25,PENNE,42.44948889,13.94831111,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
MH::dpcn-lazio::3fba00c272cb,Nera a S.Liberato,42.4575,12.42361,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::5d8f81939657,Monte Terminillo,42.4575,12.99972,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B11001|B11002|B12101|B13011|B13013,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::3e831c8f373a,Micigliano,42.4575,13.05083,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::bc7d627dfc43,Colli sul Velino,42.49139,12.79639,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
ABR::POLARIS::26,CITTA' SANT'ANGELO,42.49790556,14.09408056,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
MH::dpcn-lazio::167581b9f565,Tevere ad Attigliano,42.50833,12.27111,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::255e667bc68a,Montefiascone,42.52528,12.01694,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::79d9fd12912b,Rivodutri,42.52528,12.86417,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::db0977bd7b09,Posta,42.52528,13.10167,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::8ef173d3f76b,Piediluco,42.53227,12.77353,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B11001|B11002|B12101|B13003|B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::9822e35c8326,Canale Medio Nera,42.54174,12.75614,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::3c14f4176b78,Narni Scalo,42.55111,12.54278,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B11001|B11002|B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::2a0f1e6e5d18,Amelia,42.55694,12.41694,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::ae5b24605495,Terni,42.55967,12.65037,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::d2e1ec9af223,Torre Orsina,42.57185,12.7401,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::fb49494f4d3e,Graffignano,42.57611,12.20333,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::6f00e3f5919c,Colle la Croce,42.57611,13.01694,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::d95acd5569e2,Alviano,42.58406,12.2504,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::f28b18464e4e,Castel Cellesi,42.59306,12.1525,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::7c56feeccdaf,Cittareale,42.59306,13.1525,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::5d1863ced3ab,S.Gemini,42.6081,12.5428,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::66585a254a18,S.Gemini,42.60889,12.54056,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
ABR::POLARIS::15,CELLINO ATTANASIO,42.60923889,13.86840278,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
ABR::POLARIS::16,ATRI,42.614059867277,13.921677834854,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
MH::dpcn-lazio::62ccba9b0d09,Bagnoregio,42.62694,12.10167,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::0f10bfd02bc0,Amatrice,42.62962,13.29463,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
ABR::POLARIS::11,CANZANO,42.63083611,13.82625833,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
MH::dpcn-umbria::29ad91bb0868,Monteleone di Spoleto,42.64667,12.94889,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::ac9f139da7f3,Ancaiano,42.64694,12.77361,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::52c6e0291f01,Castiglione in Teverina,42.65151,12.23396,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
ABR::POLARIS::6,ROSETO DEGLI ABRUZZI,42.66512222,13.97599444,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
MH::dpcn-umbria::b8b839ec4699,Castagnacupa,42.67028,12.65417,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::bb2beb5d4d01,Avigliano Umbro,42.6775,12.43694,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::305998dc1c2f,Melezzole,42.68139,12.34778,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::382de39a64d1,Ponte Baschi,42.68339,12.20742,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::cae0458255d1,Poggio Casoli,42.68663,13.26555,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
ABR::POLARIS::12,TERAMO (Ponzano),42.70028389,13.72493517,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
MH::dpcn-umbria::e3f4b115b2eb,Casigliano,42.70694,12.50528,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B11001|B11002|B11041|B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::4903e24c9037,Corbara,42.70713,12.26381,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::56b9c49b8d2f,Orvieto,42.71611,12.10639,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::e0038ca67735,Cascia,42.71639,13.03111,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::f4537b71ef52,Ponte Adunata,42.72426,12.14214,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::27af5fc3b991,Orvieto Scalo,42.72508,12.13591,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
ABR::POLARIS::117,BELLANTE,42.72543298,13.83762171,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
MH::dpcn-marche::2d527df80968,Umito,42.73742,13.40658,dpcn-marche,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-marche::01a1404b93e9,Capodacqua,42.73848,13.23818,dpcn-marche,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-marche::e86831b8d551,Pescara del Tronto,42.74063,13.2648,dpcn-marche,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::e63490c21478,S.Silvestro,42.75,12.67111,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::c30488d62fb4,Forca Canapine,42.75,13.19444,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B10004|B11001|B11002|B11041|B12101|B13003|B13011|B13013,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::a47d64444b98,Vallo di Nera,42.75169,12.85084,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::faacc004f29c,Spoleto,42.755,12.73861,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::79abd137d836,Morrano,42.75891,12.1259,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-marche::3ba615eb8796,Piscina Acquasanta Terme,42.76832,13.40897,dpcn-marche,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::15a8bb707a4f,Allerona,42.77278,12.039,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::7162604891e8,Cassa Pian di Morrano,42.77308,12.11892,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::66f3db165647,Massa Martana,42.77472,12.52389,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::2094a95d0c61,Todi,42.77694,12.405,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-marche::9feca6150cf6,Arquata del Tronto,42.77782,13.29545,dpcn-marche,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-umbria::1270c3718ed5,Serravalle,42.77853,13.01771,dpcn-umbria,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
ABR::POLARIS::119,TORTORETO,42.7878549,13.92954385,regione-abruzzo-polaris,Regione Abruzzo Agroambiente station API,official_public_subset,6,,public regional data; verify reuse terms,Official Polaris-linked station. This public endpoint exposes 47 of the 119 stations stated for the full Abruzzo telemetered network.
